rule_id,source,source_variant,existing_destination,resolved_final_target,www_destination,host,status_code_phase_a,status_code_phase_b,preserve_query,rule_order,generated_from,included,exclusion_reason
WWW-R0065,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%9A%E0%B8%B6%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%AC,encoded,/รับซื้อ/รับซื้อ-ssd-บึงกาฬ,/รับซื้อ/รับซื้อ-ssd-บึงกาฬ,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-บึงกาฬ,www.amphon.co.th,307,308,true,65,R0065,yes,
WWW-R0066,/รับซื้อ/รับซื้อ-gopro-บึงกาฬ,unicode,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,66,R0066,yes,
WWW-R0067,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%9A%E0%B8%B6%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%AC,encoded,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,67,R0067,yes,
WWW-R0068,/รับซื้อ/รับซื้อเลนส์-บึงกาฬ,unicode,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,68,R0068,yes,
WWW-R0069,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%9A%E0%B8%B6%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%AC,encoded,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,69,R0069,yes,
WWW-R0070,/รับซื้อ/รับซื้อ-storage-nas-บึงกาฬ,unicode,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,70,R0070,yes,
WWW-R0071,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%9A%E0%B8%B6%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%AC,encoded,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,71,R0071,yes,
WWW-R0072,/รับซื้อ/รับซื้อ-hdd-บุรีรัมย์,unicode,/รับซื้อ/รับซื้อ-ssd-บุรีรัมย์,/รับซื้อ/รับซื้อ-ssd-บุรีรัมย์,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-บุรีรัมย์,www.amphon.co.th,307,308,true,72,R0072,yes,
WWW-R0073,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%A1%E0%B8%A2%E0%B9%8C,encoded,/รับซื้อ/รับซื้อ-ssd-บุรีรัมย์,/รับซื้อ/รับซื้อ-ssd-บุรีรัมย์,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-บุรีรัมย์,www.amphon.co.th,307,308,true,73,R0073,yes,
WWW-R0074,/รับซื้อ/รับซื้อ-gopro-บุรีรัมย์,unicode,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,74,R0074,yes,
WWW-R0075,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%A1%E0%B8%A2%E0%B9%8C,encoded,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,75,R0075,yes,
WWW-R0076,/รับซื้อ/รับซื้อเลนส์-บุรีรัมย์,unicode,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,76,R0076,yes,
WWW-R0077,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%A1%E0%B8%A2%E0%B9%8C,encoded,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,77,R0077,yes,
WWW-R0078,/รับซื้อ/รับซื้อ-storage-nas-บุรีรัมย์,unicode,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,78,R0078,yes,
WWW-R0079,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%A1%E0%B8%A2%E0%B9%8C,encoded,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,79,R0079,yes,
WWW-R0080,/รับซื้อ/รับซื้อ-hdd-มหาสารคาม,unicode,/รับซื้อ/รับซื้อ-ssd-มหาสารคาม,/รับซื้อ/รับซื้อ-ssd-มหาสารคาม,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-มหาสารคาม,www.amphon.co.th,307,308,true,80,R0080,yes,
WWW-R0081,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B8%B2%E0%B8%A1,encoded,/รับซื้อ/รับซื้อ-ssd-มหาสารคาม,/รับซื้อ/รับซื้อ-ssd-มหาสารคาม,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-มหาสารคาม,www.amphon.co.th,307,308,true,81,R0081,yes,
WWW-R0082,/รับซื้อ/รับซื้อ-gopro-มหาสารคาม,unicode,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,82,R0082,yes,
WWW-R0083,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B8%B2%E0%B8%A1,encoded,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,83,R0083,yes,
WWW-R0084,/รับซื้อ/รับซื้อเลนส์-มหาสารคาม,unicode,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,84,R0084,yes,
WWW-R0085,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B8%B2%E0%B8%A1,encoded,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,85,R0085,yes,
WWW-R0086,/รับซื้อ/รับซื้อ-storage-nas-มหาสารคาม,unicode,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,86,R0086,yes,
WWW-R0087,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B8%B2%E0%B8%A1,encoded,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,87,R0087,yes,
WWW-R0088,/รับซื้อ/รับซื้อ-hdd-มุกดาหาร,unicode,/รับซื้อ/รับซื้อ-ssd-มุกดาหาร,/รับซื้อ/รับซื้อ-ssd-มุกดาหาร,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-มุกดาหาร,www.amphon.co.th,307,308,true,88,R0088,yes,
WWW-R0089,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B8%94%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3,encoded,/รับซื้อ/รับซื้อ-ssd-มุกดาหาร,/รับซื้อ/รับซื้อ-ssd-มุกดาหาร,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-มุกดาหาร,www.amphon.co.th,307,308,true,89,R0089,yes,
WWW-R0090,/รับซื้อ/รับซื้อ-gopro-มุกดาหาร,unicode,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,90,R0090,yes,
WWW-R0091,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B8%94%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3,encoded,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,91,R0091,yes,
WWW-R0092,/รับซื้อ/รับซื้อเลนส์-มุกดาหาร,unicode,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,92,R0092,yes,
WWW-R0093,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B8%94%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3,encoded,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,93,R0093,yes,
WWW-R0094,/รับซื้อ/รับซื้อ-storage-nas-มุกดาหาร,unicode,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,94,R0094,yes,
WWW-R0095,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B8%94%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3,encoded,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,95,R0095,yes,
WWW-R0096,/รับซื้อ/รับซื้อ-hdd-ยโสธร,unicode,/รับซื้อ/รับซื้อ-ssd-ยโสธร,/รับซื้อ/รับซื้อ-ssd-ยโสธร,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-ยโสธร,www.amphon.co.th,307,308,true,96,R0096,yes,
WWW-R0097,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%A2%E0%B9%82%E0%B8%AA%E0%B8%98%E0%B8%A3,encoded,/รับซื้อ/รับซื้อ-ssd-ยโสธร,/รับซื้อ/รับซื้อ-ssd-ยโสธร,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-ยโสธร,www.amphon.co.th,307,308,true,97,R0097,yes,
WWW-R0098,/รับซื้อ/รับซื้อ-gopro-ยโสธร,unicode,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,98,R0098,yes,
WWW-R0099,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%A2%E0%B9%82%E0%B8%AA%E0%B8%98%E0%B8%A3,encoded,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,99,R0099,yes,
WWW-R0100,/รับซื้อ/รับซื้อเลนส์-ยโสธร,unicode,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,100,R0100,yes,
WWW-R0101,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%A2%E0%B9%82%E0%B8%AA%E0%B8%98%E0%B8%A3,encoded,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,101,R0101,yes,
WWW-R0102,/รับซื้อ/รับซื้อ-storage-nas-ยโสธร,unicode,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,102,R0102,yes,
WWW-R0103,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%A2%E0%B9%82%E0%B8%AA%E0%B8%98%E0%B8%A3,encoded,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,103,R0103,yes,
WWW-R0104,/รับซื้อ/รับซื้อ-hdd-ร้อยเอ็ด,unicode,/รับซื้อ/รับซื้อ-ssd-ร้อยเอ็ด,/รับซื้อ/รับซื้อ-ssd-ร้อยเอ็ด,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-ร้อยเอ็ด,www.amphon.co.th,307,308,true,104,R0104,yes,
WWW-R0105,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%94,encoded,/รับซื้อ/รับซื้อ-ssd-ร้อยเอ็ด,/รับซื้อ/รับซื้อ-ssd-ร้อยเอ็ด,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-ร้อยเอ็ด,www.amphon.co.th,307,308,true,105,R0105,yes,
WWW-R0106,/รับซื้อ/รับซื้อ-gopro-ร้อยเอ็ด,unicode,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,106,R0106,yes,
WWW-R0107,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%94,encoded,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,107,R0107,yes,
WWW-R0108,/รับซื้อ/รับซื้อเลนส์-ร้อยเอ็ด,unicode,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,108,R0108,yes,
WWW-R0109,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%94,encoded,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,109,R0109,yes,
WWW-R0110,/รับซื้อ/รับซื้อ-storage-nas-ร้อยเอ็ด,unicode,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,110,R0110,yes,
WWW-R0111,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%94,encoded,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,111,R0111,yes,
WWW-R0112,/รับซื้อ/รับซื้อ-hdd-เลย,unicode,/รับซื้อ/รับซื้อ-ssd-เลย,/รับซื้อ/รับซื้อ-ssd-เลย,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-เลย,www.amphon.co.th,307,308,true,112,R0112,yes,
WWW-R0113,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B9%80%E0%B8%A5%E0%B8%A2,encoded,/รับซื้อ/รับซื้อ-ssd-เลย,/รับซื้อ/รับซื้อ-ssd-เลย,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-เลย,www.amphon.co.th,307,308,true,113,R0113,yes,
WWW-R0114,/รับซื้อ/รับซื้อ-gopro-เลย,unicode,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,114,R0114,yes,
WWW-R0115,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B9%80%E0%B8%A5%E0%B8%A2,encoded,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,115,R0115,yes,
WWW-R0116,/รับซื้อ/รับซื้อเลนส์-เลย,unicode,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,116,R0116,yes,
WWW-R0117,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B9%80%E0%B8%A5%E0%B8%A2,encoded,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,117,R0117,yes,
WWW-R0118,/รับซื้อ/รับซื้อ-storage-nas-เลย,unicode,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,118,R0118,yes,
WWW-R0119,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B9%80%E0%B8%A5%E0%B8%A2,encoded,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,119,R0119,yes,
WWW-R0120,/รับซื้อ/รับซื้อ-hdd-ศรีสะเกษ,unicode,/รับซื้อ/รับซื้อ-ssd-ศรีสะเกษ,/รับซื้อ/รับซื้อ-ssd-ศรีสะเกษ,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-ศรีสะเกษ,www.amphon.co.th,307,308,true,120,R0120,yes,
WWW-R0121,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%B0%E0%B9%80%E0%B8%81%E0%B8%A9,encoded,/รับซื้อ/รับซื้อ-ssd-ศรีสะเกษ,/รับซื้อ/รับซื้อ-ssd-ศรีสะเกษ,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-ศรีสะเกษ,www.amphon.co.th,307,308,true,121,R0121,yes,
WWW-R0122,/รับซื้อ/รับซื้อ-gopro-ศรีสะเกษ,unicode,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,122,R0122,yes,
WWW-R0123,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%B0%E0%B9%80%E0%B8%81%E0%B8%A9,encoded,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,123,R0123,yes,
